#  Z   A El rea        E1       DE1        E2       DE2     E1def    DE1def     E2def    DE2def
  50 124 Sn 4     15.2700    0.0200    0.0000    0.0000   15.3271    0.0000    0.0000    0.0000
  50 124 Sn 4     15.1800    0.0200    0.0000    0.0000   15.3271    0.0000    0.0000    0.0000
  50 124 Sn 4a    15.1900    0.0400    0.0000    0.0000   15.3271    0.0000    0.0000    0.0000
  50 124 Sn 4b    15.1900    0.0600    0.0000    0.0000   15.3271    0.0000    0.0000    0.0000
  50 124 Sn 5     15.1700    0.0100    0.0000    0.0000   15.3271    0.0000    0.0000    0.0000
  51   0 Sb 4     15.4800    0.0100    0.0000    0.0000   15.5074    0.0000    0.0000    0.0000
  52 124 Te 6     15.2300    0.0200    0.0000    0.0000   14.9495    0.0000   16.5015    0.0000
  52 126 Te 6     15.1500    0.0200    0.0000    0.0000   14.8695    0.0000   16.3986    0.0000
  52 128 Te 6     15.1200    0.0200    0.0000    0.0000   14.8198    0.0000   16.2140    0.0000
  52 130 Te 6     15.1100    0.0200    0.0000    0.0000   15.1570    0.0000    0.0000    0.0000
  53 127 I  4     14.7700    0.0300   17.3000    0.1000   15.3310    0.0000    0.0000    0.0000
  53 127 I  4     13.9100    0.0900   15.2000    0.1000   14.8078    0.0000   16.5645    0.0000
  53 127 I  4     14.4500    0.2000   16.5800    0.4600   14.8078    0.0000   16.5645    0.0000
  53 127 I  4     14.2500    0.1500   16.3000    0.3000   14.8078    0.0000   16.5645    0.0000
  53 127 I  5     14.2000    0.2800   16.2100    0.5300   14.8078    0.0000   16.5645    0.0000
  53 127 I  8     14.6100    0.2000   15.7200    0.5000   14.8078    0.0000   16.5645    0.0000
  55 133 Cs 4     15.3300    0.0100    0.0000    0.0000   14.6467    0.0000   16.3842    0.0000
  55 133 Cs 4     15.2400    0.0200    0.0000    0.0000   14.7418    0.0000   16.1287    0.0000
  55 133 Cs 5     15.1600    0.1300    0.0000    0.0000   14.7418    0.0000   16.1287    0.0000
  56 138 Ba 5     15.1300    0.0900    0.0000    0.0000   14.5864    0.0000   15.9586    0.0000
  56 138 Ba 4     15.2500    0.0100    0.0000    0.0000   15.0042    0.0000    0.0000    0.0000
  56   0 Ba 4     15.2900    0.0100    0.0000    0.0000   15.0042    0.0000    0.0000    0.0000
  57 139 La 4     15.2400    0.0200    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4     15.2300    0.0100    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4     15.1300    0.0200    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4a    14.4300    0.0700    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4b    14.4500    0.1200    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  58 140 Ce 6     15.0300    0.0100    0.0000    0.0000   15.0064    0.0000    0.0000    0.0000
  58 142 Ce 6     14.8500    0.0200    0.0000    0.0000   14.9300    0.0000    0.0000    0.0000
  59 141 Pr 4     15.1900    0.0100    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 4     15.1400    0.0200    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 4a    14.6600    0.0700    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 4b    14.7000    0.1400    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 12    15.3500    0.0200    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 12    15.0400    0.0100    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 12    15.2300    0.0100    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 13    15.3900    0.0200    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  60 142 Nd 3a    14.9500    0.0500    0.0000    0.0000   15.0034    0.0000    0.0000    0.0000
  60 142 Nd 3b    14.9400    0.1200    0.0000    0.0000   15.0034    0.0000    0.0000    0.0000
  60 142 Nd 4     14.9400    0.0100    0.0000    0.0000   15.0034    0.0000    0.0000    0.0000
  60 143 Nd 4     15.0000    0.0200    0.0000    0.0000   14.9670    0.0000    0.0000    0.0000
  60 144 Nd 4     15.0400    0.0200    0.0000    0.0000   14.7836    0.0000   15.2383    0.0000
  60 145 Nd 4     14.9400    0.0400    0.0000    0.0000   14.8939    0.0000    0.0000    0.0000
  60 146 Nd 4     14.7300    0.0200    0.0000    0.0000   13.7453    0.0000   15.5196    0.0000
  60 146 Nd 4a    13.9400    0.0300    0.0000    0.0000   13.5376    0.0000   15.6728    0.0000
  60 146 Nd 4b    13.9200    0.0400    0.0000    0.0000   13.5376    0.0000   15.6728    0.0000
  60 148 Nd 4     12.7800    0.2600   15.4900    0.1900   13.4705    0.0000   15.5952    0.0000
  60 148 Nd 4     13.6700    0.0300   15.9600    0.0400   13.1373    0.0000   15.8666    0.0000
  60 150 Nd 4     12.3000    0.0600   16.0300    0.0900   13.0717    0.0000   15.7874    0.0000
  62 144 Sm 4     15.3100    0.0200    0.0000    0.0000   13.0393    0.0000   16.3564    0.0000
  62 148 Sm 4     14.8200    0.0100    0.0000    0.0000   14.8563    0.0000    0.0000    0.0000
  62 148 Sm 4a    14.0100    0.0200    0.0000    0.0000   13.5503    0.0000   15.6614    0.0000
  62 148 Sm 4b    13.9900    0.0300    0.0000    0.0000   13.5503    0.0000   15.6614    0.0000
  62 150 Sm 4     14.5900    0.0300    0.0000    0.0000   13.4862    0.0000   15.5873    0.0000
  62 150 Sm 4     13.9200    0.0300    0.0000    0.0000   13.1646    0.0000   15.8472    0.0000
  62 152 Sm 4     12.3900    0.0300   15.7300    0.0400   13.1017    0.0000   15.7715    0.0000
  62 152 Sm 4     11.6900    0.0200   14.9900    0.0300   12.8193    0.0000   16.0278    0.0000
  62 154 Sm 0     12.1700    0.2000   15.6300    0.4900   12.7576    0.0000   15.9505    0.0000
  62 154 Sm 4     12.2700    0.0300   15.9400    0.0600   12.5490    0.0000   16.1596    0.0000
  62 154 Sm 4     11.2800    0.0400   14.9000    0.0300   12.5490    0.0000   16.1596    0.0000
  63 151 Eu 4a    13.8800    0.0500   14.4500    0.0700   12.6698    0.0000   16.3151    0.0000
  63 151 Eu 4b    13.9300    0.0600   14.4400    0.0600   13.1135    0.0000   15.8904    0.0000
  63 153 Eu 4     12.3300    0.0400   15.7800    0.0700   13.0522    0.0000   15.8161    0.0000
  63 153 Eu 4a    11.9400    0.0200   15.2300    0.0400   12.7727    0.0000   16.0747    0.0000
  63 153 Eu 4b    11.9600    0.0300   15.1600    0.0600   12.7727    0.0000   16.0747    0.0000
  64 152 Gd 4a    11.7900    0.0400   14.7200    0.0400   12.8313    0.0000   16.1484    0.0000
  64 152 Gd 4b    11.8000    0.0400   14.7200    0.0500   13.1817    0.0000   15.8285    0.0000
  64 154 Gd 4a    11.9700    0.0400   15.0500    0.0400   13.1214    0.0000   15.7561    0.0000
  64 154 Gd 4b    11.9900    0.0400   15.0200    0.0500   12.8499    0.0000   16.0001    0.0000
  64 156 Gd 0     12.4600    0.1900   15.7900    0.3200   12.7906    0.0000   15.9262    0.0000
  64 156 Gd 4a    11.8300    0.0400   15.0600    0.0400   12.5920    0.0000   16.1224    0.0000
  64 156 Gd 4b    11.8100    0.0500   15.0400    0.0600   12.5920    0.0000   16.1224    0.0000
  64 158 Gd 4a    11.8600    0.0400   15.1600    0.0500   12.5334    0.0000   16.0473    0.0000
  64 158 Gd 4b    11.9200    0.0400   15.0300    0.0800   12.5448    0.0000   16.0356    0.0000
  64 160 Gd 3a    12.2800    0.1000   16.0600    0.1500   12.4859    0.0000   15.9604    0.0000
  64 160 Gd 3b    12.2600    0.1200   16.0300    0.2000   12.4577    0.0000   15.9896    0.0000
  64 160 Gd 4     12.2300    0.0500   15.9500    0.0800   12.4577    0.0000   15.9896    0.0000
  65 159 Tb 4     12.4200    0.0400   15.8600    0.0600   12.5178    0.0000   16.0667    0.0000
  65 159 Tb 4     12.0800    0.0500   15.8700    0.0700   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4     12.2200    0.0400   15.6600    0.0700   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4a    12.5700    0.0800   16.2700    0.1000   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4b    12.3600    0.0800   16.0800    0.1200   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4a    12.3500    0.0600   16.2600    0.1000   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4b    12.3400    0.0600   16.2600    0.1100   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 5     12.0000    0.0400   15.4000    0.1000   12.5748    0.0000   16.0083    0.0000
  67 165 Ho 0     12.3800    0.1100   15.4800    0.2100   12.4639    0.0000   15.8671    0.0000
  67 165 Ho 0     12.5100    0.1100   15.3700    0.1800   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4     12.2800    0.0200   15.7800    0.0300   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4     12.0100    0.0300   15.5800    0.0700   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4     11.8400    0.0300   16.1500    0.0400   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4a    12.3100    0.0300   16.1900    0.0600   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4b    12.3100    0.0300   16.1900    0.0600   12.4186    0.0000   15.9134    0.0000
  68 168 Er 0     12.0900    0.2500   15.5400    0.2700   12.3652    0.0000   15.8449    0.0000
  70 174 Yb 0     12.5000    0.1900   15.6800    0.2500   12.2840    0.0000   15.6894    0.0000
  71 175 Lu 4     12.3200    0.0600   15.4700    0.1000   12.3990    0.0000   15.5788    0.0000
  72 176 Hf 4     12.3400    0.0300   15.6700    0.0600   12.4116    0.0000   15.5690    0.0000
  72 178 Hf 0     12.4200    0.2100   15.7000    0.1900   12.4060    0.0000   15.4601    0.0000
  72 178 Hf 0     12.2000    0.1400   15.4200    0.1900   12.4234    0.0000   15.4436    0.0000
  72 178 Hf 4     12.4400    0.0400   15.7800    0.0600   12.4234    0.0000   15.4436    0.0000
  72 178 Hf 4     13.3500    0.2400   16.3500    0.4900   12.4234    0.0000   15.4436    0.0000
  72 180 Hf 0     12.5500    0.3000   15.6100    0.2300   12.3714    0.0000   15.3790    0.0000
  72 180 Hf 0     12.2900    0.1600   15.3300    0.2100   12.3888    0.0000   15.3626    0.0000
  72 180 Hf 4     12.4600    0.0300   15.7500    0.0400   12.3888    0.0000   15.3626    0.0000
  73 181 Ta 0     12.1900    0.2900   14.9900    0.5300   12.3910    0.0000   15.3654    0.0000
  73 181 Ta 0     12.1900    0.2900   14.9900    0.5300   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 3a    12.3000    0.0800   15.2000    0.1200   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 3b    12.3200    0.1300   15.2300    0.2000   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     12.5400    0.0100   15.4800    0.0200   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     12.3100    0.0500   15.2400    0.0700   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     12.5400    0.0500   14.8900    0.1400   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     12.6700    0.1000   15.7000    0.0500   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4a    11.8500    0.0600   14.9900    0.0800   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4b    11.9400    0.0800   15.1100    0.0800   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4a    12.2900    0.2300   15.5700    0.2800   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4b    12.2300    0.2900   15.4900    0.4200   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4a    12.3300    0.0200   15.4600    0.0600   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4b    12.3300    0.0200   15.4700    0.0600   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 5     12.3800    0.1700   15.1900    0.2900   12.4377    0.0000   15.3221    0.0000
  74 182 W  0     11.9800    0.3700   14.9400    0.6100   12.4393    0.0000   15.3240    0.0000
  74 182 W  0     11.9000    0.1800   14.7100    0.3200   12.4865    0.0000   15.2811    0.0000
  74 182 W  4     12.6400    0.0400   15.4500    0.0700   12.4865    0.0000   15.2811    0.0000
  74 184 W  0     11.9200    0.2700   15.0500    0.2900   12.4357    0.0000   15.2190    0.0000
  74 184 W  4     12.4400    0.0500   15.0200    0.0800   12.5493    0.0000   15.1190    0.0000
  74 184 W  4a    12.3900    0.0600   15.5200    0.2200   12.5493    0.0000   15.1190    0.0000
  74 184 W  4b    12.4300    0.0800   15.6800    0.2100   12.5493    0.0000   15.1190    0.0000
  74 186 W  0     13.0400    0.3000   14.8900    0.4100   12.4980    0.0000   15.0572    0.0000
  74 186 W  4     12.5800    0.0500   15.0700    0.0800   12.5648    0.0000   15.0005    0.0000
  74 186 W  4     12.5900    0.0300   14.8900    0.0800   12.5648    0.0000   15.0005    0.0000
  74 186 W  4a    12.6400    0.0900   15.5500    0.3000   12.5648    0.0000   15.0005    0.0000
  74 186 W  4b    12.6500    0.1100   15.6000    0.3500   12.5648    0.0000   15.0005    0.0000
  75 185 Re 4a    12.5900    0.0400   15.1700    0.1600   12.6181    0.0000   15.0642    0.0000
  75 185 Re 4b    12.6000    0.0300   15.2700    0.2200   12.6551    0.0000   15.0334    0.0000
  75   0 Re 4     14.1100    0.0100    0.0000    0.0000   12.6042    0.0000   14.9730    0.0000
  76 186 Os 5     12.7300    0.3600   14.7300    0.3800   12.7122    0.0000   14.9890    0.0000
  76 186 Os 7     13.0400    0.1100   15.2700    0.1200   12.6500    0.0000   15.0398    0.0000
  76 188 Os 5     12.8100    0.3900   14.9300    0.3800   12.6001    0.0000   14.9804    0.0000
  76 188 Os 9     12.8100    0.0600   14.8800    0.0800   12.7629    0.0000   14.8499    0.0000
  76 189 Os 5     12.9200    0.3100   15.0200    0.3800   12.7375    0.0000   14.8204    0.0000
  76 189 Os 9     12.6400    0.0600   14.6300    0.0700   12.7951    0.0000   14.7762    0.0000
  76 190 Os 5     13.1000    0.5000   15.1200    0.6500   12.7696    0.0000   14.7468    0.0000
  76 190 Os 9     12.6400    0.0900   14.3600    0.1100   12.8799    0.0000   14.6647    0.0000
  76 192 Os 5     12.5900    0.4100   14.3200    0.4600   12.8285    0.0000   14.6061    0.0000
  76 192 Os 9     12.6400    0.0900   14.3600    0.1100   12.8811    0.0000   14.5682    0.0000
  77 191 Ir 4     12.7200    0.1000   14.2100    0.3200   12.9349    0.0000   14.6291    0.0000
  77 191 Ir 4     12.9800    0.1000   15.9800    0.1500   12.9217    0.0000   14.6386    0.0000
  77 193 Ir 4     12.8600    0.0600   14.3000    0.2200   12.8709    0.0000   14.5811    0.0000
  77   0 Ir 4     13.7700    0.0100    0.0000    0.0000   12.9910    0.0000   14.4967    0.0000
  78 194 Pt 4     13.4200    0.0700   15.9700    0.6300   12.9934    0.0000   14.4994    0.0000
  78 194 Pt 13    13.2200    0.0500   16.3000    0.1300   13.4163    0.0000   15.2102    0.0000
  78 195 Pt 4     12.9900    0.1500   14.9000    0.6600   13.3902    0.0000   15.1806    0.0000
  78 195 Pt 13    13.0600    0.0900   15.8500    0.3500   13.3936    0.0000   15.1709    0.0000
  78 196 Pt 4     13.2800    0.0400   14.8100    0.4000   13.3675    0.0000   15.1414    0.0000
  78 198 Pt 4     13.5600    0.0200    0.0000    0.0000   13.3390    0.0000   15.0149    0.0000
  79 197 Au 0     13.5800    0.0700    0.0000    0.0000   13.3939    0.0000   15.0767    0.0000
  79 197 Au 0     13.5700    0.0600    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4     13.7100    0.0200    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4     13.8300    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4a    13.1900    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4b    13.2200    0.0400    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4a    13.6700    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4b    13.6700    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 8     13.7100    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 8a    13.6500    0.0600    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 8b    13.6400    0.1300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  81 203 Tl 4     14.0400    0.0700    0.0000    0.0000   13.3246    0.0000   14.8921    0.0000
  81 205 Tl 4     14.4600    0.0500    0.0000    0.0000   13.6086    0.0000   14.0150    0.0000
  82 206 Pb 4     13.5800    0.0100    0.0000    0.0000   13.6117    0.0000   14.0182    0.0000
  82 206 Pb 4a    13.4400    0.0200    0.0000    0.0000   13.7118    0.0000   13.8067    0.0000
  82 206 Pb 4b    13.5400    0.0200    0.0000    0.0000   13.7118    0.0000   13.8067    0.0000
  82 207 Pb 4     13.5500    0.0200    0.0000    0.0000   13.6863    0.0000   13.7811    0.0000
  82 208 Pb 3a    13.3700    0.0300    0.0000    0.0000   13.6608    0.0000   13.7554    0.0000
  82 208 Pb 3b    13.4100    0.0700    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4     13.4600    0.0100    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4     13.4200    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4     13.4500    0.0100    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4a    13.1800    0.0100    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4b    13.3600    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 5     13.3800    0.0300    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 12    13.6300    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82   0 Pb 2     13.4800    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82   0 Pb 8     13.5700    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  83 209 Bi 0     13.7900    0.0800    0.0000    0.0000   13.6953    0.0000    0.0000    0.0000
  83 209 Bi 4     13.3200    0.0100    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4     13.4400    0.0100    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4a    13.0300    0.0400    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4b    13.1000    0.0400    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4a    12.9300    0.0900    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4b    13.0500    0.1900    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 5     13.5600    0.0600    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 12    13.5600    0.0100    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  90 232 Th 0     10.8600    0.1900   13.7400    0.2700   13.3066    0.0000   13.3987    0.0000
  90 232 Th 4     11.0900    0.0700   14.0200    0.1000   11.8120    0.0000   14.3487    0.0000
  90 232 Th 4     11.2700    0.3600   14.1800    0.2800   11.8120    0.0000   14.3487    0.0000
  90 232 Th 5     11.0300    0.1300   13.9200    0.1900   11.8120    0.0000   14.3487    0.0000
  90 232 Th 10    11.0400    0.0200   13.8700    0.0400   11.8120    0.0000   14.3487    0.0000
  92 233 U  4     10.9800    0.0400   13.3000    0.0700   11.8384    0.0000   14.3808    0.0000
  92 233 U  11    11.1000    0.0200   13.9700    0.0300   11.8214    0.0000   14.3958    0.0000
  92 234 U  4     11.1800    0.0700   14.0300    0.1100   11.8017    0.0000   14.3718    0.0000
  92 234 U  11    11.0800    0.0500   14.2300    0.0500   11.7625    0.0000   14.4069    0.0000
  92 235 U  0     10.8200    0.2200   13.8000    0.2300   11.7428    0.0000   14.3829    0.0000
  92 235 U  4     10.9500    0.0400   14.0400    0.0600   11.7428    0.0000   14.3829    0.0000
  92 236 U  4     11.0400    0.0500   13.9200    0.0800   11.7232    0.0000   14.3588    0.0000
  92 236 U  10    10.9300    0.0300   13.8000    0.0600   11.7399    0.0000   14.3437    0.0000
  92 238 U  0     11.0600    0.1300   14.2600    0.1900   11.7005    0.0000   14.2957    0.0000
  92 238 U  4     10.8300    0.0300   13.9600    0.0500   11.7117    0.0000   14.2857    0.0000
  92 238 U  4     10.9400    0.0400   13.9900    0.0600   11.7117    0.0000   14.2857    0.0000
  92 238 U  5     10.8800    0.0700   13.9000    0.1300   11.7117    0.0000   14.2857    0.0000
  92   0 U  2     10.7300    0.0200   13.7200    0.0400   11.7117    0.0000   14.2857    0.0000
  93 237 Np 4     10.9900    0.0400   14.0800    0.0600   11.7542    0.0000   14.3376    0.0000
  93 237 Np 4     11.0100    0.1500   14.0500    0.1800   11.7430    0.0000   14.3476    0.0000
  93 237 Np 5     10.8900    0.1000   13.9800    0.1600   11.7430    0.0000   14.3476    0.0000
  93 237 Np 10    10.9800    0.0500   14.0600    0.0900   11.7430    0.0000   14.3476    0.0000
  93 237 Np 10    11.0100    0.2500   14.1000    0.3200   11.7430    0.0000   14.3476    0.0000
  94 239 Pu 0     11.0700    0.2800   14.0000    0.3800   11.7266    0.0000   14.3275    0.0000
  94 239 Pu 5     11.2700    0.1000   13.6800    0.1900   11.6877    0.0000   14.3626    0.0000
  94 239 Pu 10    11.3100    0.1000   13.9000    0.2200   11.6877    0.0000   14.3626    0.0000
