#  Z   A El rea        E1       DE1        E2       DE2     E1def    DE1def     E2def    DE2def
  53 127 I  4     14.9800    0.2000   17.0300    0.3500   14.8078    0.0000   16.5645    0.0000
  53 127 I  4     14.6500    0.1800   16.8000    0.2200   14.8078    0.0000   16.5645    0.0000
  53 127 I  5     14.6200    0.3700   16.7600    0.4300   14.8078    0.0000   16.5645    0.0000
  53 127 I  8     14.7200    0.2600   15.8100    0.6500   14.8078    0.0000   16.5645    0.0000
  55 133 Cs 4     15.4400    0.0100    0.0000    0.0000   14.7418    0.0000   16.1287    0.0000
  55 133 Cs 4     15.3200    0.0200    0.0000    0.0000   14.7418    0.0000   16.1287    0.0000
  55 133 Cs 5     15.1900    0.1400    0.0000    0.0000   14.7418    0.0000   16.1287    0.0000
  56 138 Ba 5     15.1600    0.0900    0.0000    0.0000   15.0042    0.0000    0.0000    0.0000
  56 138 Ba 4     15.3100    0.0200    0.0000    0.0000   15.0042    0.0000    0.0000    0.0000
  56 138 Ba 4     15.4600    0.0100    0.0000    0.0000   15.0042    0.0000    0.0000    0.0000
  57 139 La 4     15.3000    0.0300    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4     15.3000    0.0100    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4     15.1900    0.0300    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4a    14.4400    0.0600    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  57 139 La 4b    14.4800    0.1200    0.0000    0.0000   15.0060    0.0000    0.0000    0.0000
  58 140 Ce 6     15.0900    0.0100    0.0000    0.0000   15.0064    0.0000    0.0000    0.0000
  58 142 Ce 6     14.9500    0.0200    0.0000    0.0000   14.9300    0.0000    0.0000    0.0000
  59 141 Pr 4     15.3300    0.0200    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 4     15.2000    0.0200    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 4a    14.6500    0.0700    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 4b    14.7400    0.1300    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 12    15.4200    0.0200    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 12    15.1700    0.0100    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 12    15.2600    0.0100    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  59 141 Pr 13    15.4300    0.0200    0.0000    0.0000   15.0055    0.0000    0.0000    0.0000
  60 142 Nd 3a    15.0200    0.0400    0.0000    0.0000   15.0034    0.0000    0.0000    0.0000
  60 142 Nd 3b    15.0400    0.1200    0.0000    0.0000   15.0034    0.0000    0.0000    0.0000
  60 142 Nd 4     15.0100    0.0100    0.0000    0.0000   15.0034    0.0000    0.0000    0.0000
  60 143 Nd 4     15.0800    0.0200    0.0000    0.0000   14.8198    0.0000   15.2756    0.0000
  60 144 Nd 4     15.1700    0.0200    0.0000    0.0000   14.9305    0.0000    0.0000    0.0000
  60 145 Nd 4     15.1400    0.0500    0.0000    0.0000   13.7792    0.0000   15.5579    0.0000
  60 146 Nd 4     14.8800    0.0300    0.0000    0.0000   13.5376    0.0000   15.6728    0.0000
  60 146 Nd 4a    13.8900    0.0300    0.0000    0.0000   13.5376    0.0000   15.6728    0.0000
  60 146 Nd 4b    13.9400    0.0500    0.0000    0.0000   13.5376    0.0000   15.6728    0.0000
  60 148 Nd 4     13.3400    0.3800   15.7900    0.1100   13.1373    0.0000   15.8666    0.0000
  60 148 Nd 4     13.7300    0.0300   15.9600    0.0400   13.1373    0.0000   15.8666    0.0000
  60 150 Nd 4     12.4900    0.0900   16.2300    0.0700   12.7909    0.0000   16.0448    0.0000
  62 144 Sm 4     15.3700    0.0200    0.0000    0.0000   14.9956    0.0000    0.0000    0.0000
  62 148 Sm 4     14.9100    0.0100    0.0000    0.0000   13.5503    0.0000   15.6614    0.0000
  62 148 Sm 4a    14.0200    0.0200    0.0000    0.0000   13.5503    0.0000   15.6614    0.0000
  62 148 Sm 4b    14.1700    0.0400    0.0000    0.0000   13.5503    0.0000   15.6614    0.0000
  62 150 Sm 4     14.7600    0.0300    0.0000    0.0000   13.1646    0.0000   15.8472    0.0000
  62 150 Sm 4     13.9900    0.0300    0.0000    0.0000   13.1646    0.0000   15.8472    0.0000
  62 152 Sm 4     12.5600    0.0400   15.9700    0.0300   12.8193    0.0000   16.0278    0.0000
  62 152 Sm 4     11.7400    0.0200   15.0000    0.0300   12.8193    0.0000   16.0278    0.0000
  62 154 Sm 0     12.3100    0.2900   15.9500    0.3600   12.5490    0.0000   16.1596    0.0000
  62 154 Sm 4     12.4200    0.0400   16.2000    0.0400   12.5490    0.0000   16.1596    0.0000
  62 154 Sm 4     11.3400    0.0400   14.9800    0.0300   12.5490    0.0000   16.1596    0.0000
  63 151 Eu 4a    13.4300    0.3400   14.5200    0.0700   13.1135    0.0000   15.8904    0.0000
  63 151 Eu 4b    13.2700    0.6800   14.5400    0.0700   13.1135    0.0000   15.8904    0.0000
  63 153 Eu 4     12.4700    0.0500   16.0700    0.0500   12.7727    0.0000   16.0747    0.0000
  63 153 Eu 4a    11.9900    0.0300   15.2600    0.0400   12.7727    0.0000   16.0747    0.0000
  63 153 Eu 4b    12.0000    0.0300   15.1900    0.0600   12.7727    0.0000   16.0747    0.0000
  64 152 Gd 4a    11.9600    0.0600   14.7500    0.0400   13.1817    0.0000   15.8285    0.0000
  64 152 Gd 4b    11.9600    0.0600   14.7500    0.0500   13.1817    0.0000   15.8285    0.0000
  64 154 Gd 4a    12.0900    0.0500   15.1000    0.0400   12.8499    0.0000   16.0001    0.0000
  64 154 Gd 4b    12.1100    0.0500   15.0700    0.0500   12.8499    0.0000   16.0001    0.0000
  64 156 Gd 0     12.6300    0.2400   15.9700    0.2300   12.5920    0.0000   16.1224    0.0000
  64 156 Gd 4a    12.0000    0.0400   15.0000    0.0400   12.5920    0.0000   16.1224    0.0000
  64 156 Gd 4b    12.0100    0.0600   15.0200    0.0600   12.5920    0.0000   16.1224    0.0000
  64 158 Gd 4a    12.0000    0.0500   15.1900    0.0500   12.5448    0.0000   16.0356    0.0000
  64 158 Gd 4b    12.0600    0.0600   15.0200    0.0900   12.5448    0.0000   16.0356    0.0000
  64 160 Gd 3a    12.4700    0.1400   16.2600    0.1100   12.4577    0.0000   15.9896    0.0000
  64 160 Gd 3b    12.4200    0.1600   16.2500    0.1600   12.4577    0.0000   15.9896    0.0000
  64 160 Gd 4     12.3400    0.0600   16.1600    0.0600   12.4577    0.0000   15.9896    0.0000
  65 159 Tb 4     12.5500    0.0500   16.1600    0.0500   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4     12.2200    0.0600   16.0500    0.0600   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4     12.3300    0.0500   15.8500    0.0600   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4a    12.5800    0.0700   16.1400    0.1100   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4b    12.4600    0.1000   16.1000    0.1100   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4a    12.4300    0.0700   16.4200    0.1100   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 4b    12.4300    0.0700   16.4200    0.1200   12.5748    0.0000   16.0083    0.0000
  65 159 Tb 5     12.1600    0.0600   15.7300    0.0700   12.5748    0.0000   16.0083    0.0000
  67 165 Ho 0     12.4700    0.1300   15.5900    0.1800   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 0     12.6200    0.1400   15.4700    0.1500   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4     12.3800    0.0200   15.9800    0.0300   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4     12.1100    0.0400   15.7800    0.0500   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4     11.9100    0.0300   16.3800    0.0400   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4a    12.4100    0.0500   16.5100    0.0500   12.4186    0.0000   15.9134    0.0000
  67 165 Ho 4b    12.4100    0.0500   16.5100    0.0500   12.4186    0.0000   15.9134    0.0000
  68 168 Er 0     12.3300    0.3600   15.6500    0.2000   12.3876    0.0000   15.8218    0.0000
  70 174 Yb 0     12.7300    0.2500   15.8000    0.1800   12.3972    0.0000   15.5765    0.0000
  71 175 Lu 4     12.4400    0.0900   15.6500    0.0900   12.4105    0.0000   15.5676    0.0000
  72 176 Hf 4     12.4600    0.0400   15.8600    0.0500   12.4578    0.0000   15.5246    0.0000
  72 178 Hf 0     12.5900    0.2200   15.6500    0.1600   12.4234    0.0000   15.4436    0.0000
  72 178 Hf 0     12.4000    0.1800   15.5600    0.1600   12.4234    0.0000   15.4436    0.0000
  72 178 Hf 4     12.5700    0.0500   15.9100    0.0500   12.4234    0.0000   15.4436    0.0000
  72 178 Hf 4     12.6800    0.1800   15.1400    0.2900   12.4234    0.0000   15.4436    0.0000
  72 180 Hf 0     12.7400    0.3100   15.5900    0.1800   12.3888    0.0000   15.3626    0.0000
  72 180 Hf 0     12.4500    0.2100   15.4600    0.1900   12.3888    0.0000   15.3626    0.0000
  72 180 Hf 4     12.5600    0.0400   15.8600    0.0300   12.3888    0.0000   15.3626    0.0000
  73 181 Ta 0     12.3600    0.3900   15.2600    0.4000   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 0     12.3600    0.3900   15.2600    0.4000   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 3a    12.5200    0.1100   15.4700    0.1000   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 3b    12.4500    0.1700   15.4300    0.1600   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     12.6500    0.0200   15.6100    0.0200   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     12.4300    0.0600   15.4200    0.0600   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     12.5200    0.0800   15.0600    0.2000   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4     13.2300    0.1400   15.7400    0.0300   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4a    11.9700    0.0700   15.1600    0.0700   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4b    12.0300    0.0800   15.1700    0.0700   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4a    12.4500    0.2800   15.6600    0.2300   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4b    12.3600    0.3900   15.6000    0.3700   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4a    12.4000    0.0300   15.6600    0.0500   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 4b    12.4100    0.0300   15.6700    0.0500   12.4377    0.0000   15.3221    0.0000
  73 181 Ta 5     12.6800    0.3400   15.5600    0.2500   12.4377    0.0000   15.3221    0.0000
  74 182 W  0     13.0800    0.3400   15.2000    0.2100   12.4865    0.0000   15.2811    0.0000
  74 182 W  0     12.0000    0.2700   14.9600    0.3200   12.4865    0.0000   15.2811    0.0000
  74 182 W  4     12.8000    0.0500   15.7100    0.0500   12.4865    0.0000   15.2811    0.0000
  74 184 W  0     12.2700    0.4500   15.1000    0.1700   12.5493    0.0000   15.1190    0.0000
  74 184 W  4     13.2300    0.0700   15.7500    0.0500   12.5493    0.0000   15.1190    0.0000
  74 184 W  4a    12.5600    0.0800   15.9400    0.1300   12.5493    0.0000   15.1190    0.0000
  74 184 W  4b    12.6200    0.0900   15.9200    0.2000   12.5493    0.0000   15.1190    0.0000
  74 186 W  0     13.0100    0.4800   14.8100    0.3000   12.5648    0.0000   15.0005    0.0000
  74 186 W  4     12.7300    0.0700   15.3400    0.0600   12.5648    0.0000   15.0005    0.0000
  74 186 W  4     12.7400    0.0500   15.2500    0.0600   12.5648    0.0000   15.0005    0.0000
  74 186 W  4a    12.8700    0.1300   15.9200    0.2200   12.5648    0.0000   15.0005    0.0000
  74 186 W  4b    12.8800    0.1400   15.8800    0.2900   12.5648    0.0000   15.0005    0.0000
  75 185 Re 4a    12.8900    0.0600   15.8400    0.1000   12.6551    0.0000   15.0334    0.0000
  75 185 Re 4b    12.6200    0.0400   15.6300    0.3600   12.6551    0.0000   15.0334    0.0000
  75 187 Re 4     14.3000    0.0100    0.0000    0.0000   12.6600    0.0000   14.9274    0.0000
  76 186 Os 5     13.0000    0.4400   15.0900    0.3500   12.6500    0.0000   15.0398    0.0000
  76 186 Os 7     13.2700    0.1300   15.3900    0.0800   12.6500    0.0000   15.0398    0.0000
  76 188 Os 5     13.1400    0.4300   15.2200    0.3000   12.7629    0.0000   14.8499    0.0000
  76 188 Os 9     13.1200    0.0700   15.1700    0.0600   12.7629    0.0000   14.8499    0.0000
  76 189 Os 5     13.1800    0.2600   15.3200    0.2500   12.7951    0.0000   14.7762    0.0000
  76 189 Os 9     12.9300    0.0700   14.8600    0.0500   12.7951    0.0000   14.7762    0.0000
  76 190 Os 5     13.2100    0.3300   15.2800    0.3600   12.8799    0.0000   14.6647    0.0000
  76 190 Os 9     13.0400    0.1000   14.7500    0.0800   12.8799    0.0000   14.6647    0.0000
  76 192 Os 5     13.0800    0.6800   14.9800    0.5600   12.8811    0.0000   14.5682    0.0000
  76 192 Os 9     13.0400    0.1000   14.7500    0.0800   12.8811    0.0000   14.5682    0.0000
  77 191 Ir 4     13.1600    0.1500   15.2400    0.2200   12.9217    0.0000   14.6386    0.0000
  77 191 Ir 4     12.9200    0.0700   16.4000    0.4600   12.9217    0.0000   14.6386    0.0000
  77 193 Ir 4     12.8500    0.0800   14.1800    0.1600   12.9910    0.0000   14.4967    0.0000
  77 193 Ir 4     13.8100    0.0100    0.0000    0.0000   12.9910    0.0000   14.4967    0.0000
  78 194 Pt 4     13.6600    0.0700   16.7000    0.4200   13.4163    0.0000   15.2102    0.0000
  78 194 Pt 13    13.3900    0.0700   16.5800    0.0900   13.4163    0.0000   15.2102    0.0000
  78 195 Pt 4     13.2800    0.1200   15.4400    0.2400   13.3936    0.0000   15.1709    0.0000
  78 195 Pt 13    13.2400    0.0900   16.2600    0.1700   13.3936    0.0000   15.1709    0.0000
  78 196 Pt 4     13.3800    0.0700   14.1800    0.1900   13.3913    0.0000   15.0737    0.0000
  78 198 Pt 4     13.6200    0.0200    0.0000    0.0000   13.3390    0.0000   15.0149    0.0000
  79 197 Au 0     13.7200    0.0700    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 0     13.6800    0.0700    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4     13.8100    0.0200    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4     13.8800    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4a    13.2800    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4b    13.3600    0.0500    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4a    13.7700    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 4b    13.7800    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 8     13.8600    0.0300    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 8a    13.6600    0.0600    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  79 197 Au 8b    13.7000    0.1400    0.0000    0.0000   13.4213    0.0000   15.0001    0.0000
  81 203 Tl 4     14.0600    0.0800    0.0000    0.0000   13.6599    0.0000   14.0678    0.0000
  81 205 Tl 4     14.4700    0.0500    0.0000    0.0000   13.6086    0.0000   14.0150    0.0000
  82 206 Pb 4     13.6100    0.0100    0.0000    0.0000   13.7118    0.0000   13.8067    0.0000
  82 206 Pb 4a    13.5700    0.0200    0.0000    0.0000   13.7118    0.0000   13.8067    0.0000
  82 206 Pb 4b    13.8000    0.0300    0.0000    0.0000   13.7118    0.0000   13.8067    0.0000
  82 207 Pb 4     13.5700    0.0200    0.0000    0.0000   13.6863    0.0000   13.7811    0.0000
  82 208 Pb 3a    13.3400    0.0300    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 3b    13.4300    0.0700    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4     13.5200    0.0100    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4     13.5200    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4     13.5000    0.0100    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4a    13.2100    0.0100    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 4b    13.5500    0.0300    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 5     13.4100    0.0300    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 12    13.7900    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 2     13.5800    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  82 208 Pb 8     13.6400    0.0200    0.0000    0.0000   13.6921    0.0000    0.0000    0.0000
  83 209 Bi 0     13.8700    0.0800    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4     13.3500    0.0100    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4     13.4900    0.0100    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4a    13.0400    0.0300    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4b    13.1900    0.0500    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4a    12.8900    0.0900    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 4b    13.0600    0.1700    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 5     13.5000    0.0600    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  83 209 Bi 12    13.6600    0.0200    0.0000    0.0000   13.6641    0.0000   13.7587    0.0000
  90 232 Th 0     11.1000    0.3200   13.9700    0.2000   11.8120    0.0000   14.3487    0.0000
  90 232 Th 4     11.4500    0.1700   14.2600    0.0600   11.8120    0.0000   14.3487    0.0000
  90 232 Th 4     12.6100    0.6700   14.3000    0.1600   11.8120    0.0000   14.3487    0.0000
  90 232 Th 5     11.3500    0.2400   14.1700    0.1400   11.8120    0.0000   14.3487    0.0000
  90 232 Th 10    11.2300    0.0300   14.1200    0.0300   11.8120    0.0000   14.3487    0.0000
  92 233 U  4     11.0100    0.0600   13.6800    0.0700   11.8214    0.0000   14.3958    0.0000
  92 233 U  11    11.1400    0.0300   14.2000    0.0300   11.8214    0.0000   14.3958    0.0000
  92 234 U  4     11.3000    0.0900   14.2300    0.0900   11.7625    0.0000   14.4069    0.0000
  92 234 U  11    11.1800    0.0600   14.3900    0.0400   11.7625    0.0000   14.4069    0.0000
  92 235 U  0     11.1100    0.2900   13.9200    0.1500   11.7428    0.0000   14.3829    0.0000
  92 235 U  4     11.0700    0.0500   14.2400    0.0500   11.7428    0.0000   14.3829    0.0000
  92 236 U  4     11.2500    0.0700   14.1800    0.0600   11.7399    0.0000   14.3437    0.0000
  92 236 U  10    11.1100    0.0400   14.0600    0.0500   11.7399    0.0000   14.3437    0.0000
  92 238 U  0     11.2400    0.1800   14.4500    0.1500   11.7117    0.0000   14.2857    0.0000
  92 238 U  4     11.0400    0.0500   14.1800    0.0400   11.7117    0.0000   14.2857    0.0000
  92 238 U  4     11.1000    0.0500   14.2000    0.0500   11.7117    0.0000   14.2857    0.0000
  92 238 U  5     11.1000    0.1000   14.1900    0.1000   11.7117    0.0000   14.2857    0.0000
  92 238 U  2     10.8600    0.0200   13.9600    0.0300   11.7117    0.0000   14.2857    0.0000
  93 237 Np 4     11.1000    0.0500   14.2700    0.0500   11.7430    0.0000   14.3476    0.0000
  93 237 Np 4     11.2000    0.2200   14.2400    0.1400   11.7430    0.0000   14.3476    0.0000
  93 237 Np 5     11.0400    0.1300   14.2000    0.1300   11.7430    0.0000   14.3476    0.0000
  93 237 Np 10    11.0900    0.0700   14.2600    0.0800   11.7430    0.0000   14.3476    0.0000
  93 237 Np 10    11.2100    0.3700   14.3200    0.2600   11.7430    0.0000   14.3476    0.0000
  94 239 Pu 0     11.4700    0.4600   14.3700    0.2600   11.6877    0.0000   14.3626    0.0000
  94 239 Pu 5     11.7600    0.4700   14.0800    0.1700   11.6877    0.0000   14.3626    0.0000
  94 239 Pu 10    11.4100    0.1600   14.0500    0.2400   11.6877    0.0000   14.3626    0.0000
